INSEE_COM,C,5;NOM_COM,C,50;long_centr,N,11,7;lat_centro,N,11,7;INSEE_DEP,C,3;commune_ac,N,1,0;date_mod2,C,24
62614;Nielles-lès-Ardres;2,0068603;50,8487754;62;1;2018/01/01 00:00:00.000
80799;Villers-Bretonneux;2,5190052;49,8644238;80;1;2018/01/01 00:00:00.000
89117;Coulangeron;3,4698524;47,6833288;89;1;2018/01/01 00:00:00.000
41225;Saint-Martin-des-Bois;0,8247501;47,7252218;41;1;2018/01/01 00:00:00.000
62710;Rimboval;1,9894621;50,5151786;62;1;2018/01/01 00:00:00.000
09058;Bompas;1,6197266;42,8629522;09;1;2018/01/01 00:00:00.000
80802;Villers-Faucon;3,1070324;49,9769603;80;1;2018/01/01 00:00:00.000
42156;Neulise;4,1683753;45,9002262;42;1;2018/01/01 00:00:00.000
80803;Villers-lès-Roye;2,7362697;49,706453;80;1;2018/01/01 00:00:00.000
91136;Champlan;2,278151;48,7080415;91;1;2018/01/01 00:00:00.000
62623;Nouvelle-Église;2,045292;50,9328738;62;1;2018/01/01 00:00:00.000
02538;Nanteuil-Notre-Dame;3,4122868;49,1907817;02;1;2018/01/01 00:00:00.000
01067;Ceignes;5,4951555;46,1256187;01;1;2018/01/01 00:00:00.000
80806;Villers-sur-Authie;1,6916506;50,3181358;80;1;2018/01/01 00:00:00.000
80814;Vrély;2,6867034;49,7963629;80;1;2018/01/01 00:00:00.000
62016;Airon-Saint-Vaast;1,6713884;50,4275629;62;1;2018/01/01 00:00:00.000
25231;Eysson;6,4310424;47,2022724;25;1;2018/01/01 00:00:00.000
51530;Sept-Saulx;4,2638339;49,1495345;51;1;2018/01/01 00:00:00.000
18056;Chassy;2,8329494;47,0432262;18;1;2018/01/01 00:00:00.000
62630;Noyelle-Vion;2,5467813;50,2916012;62;1;2018/01/01 00:00:00.000
52363;Orbigny-au-Val;5,421979;47,8836963;52;1;2018/01/01 00:00:00.000
89199;Gy-l'Évêque;3,5342743;47,7129913;89;1;2018/01/01 00:00:00.000
52455;Saint-Thiébault;5,5773306;48,2009071;52;1;2018/01/01 00:00:00.000
89252;Merry-Sec;3,4855717;47,6585435;89;1;2018/01/01 00:00:00.000
51235;Les Essarts-lès-Sézanne;3,6396178;48,7647047;51;1;2018/01/01 00:00:00.000
21428;Monthelie;4,7620148;46,9992515;21;1;2018/01/01 00:00:00.000
76173;La Chaussée;1,1190148;49,8182952;76;1;2018/01/01 00:00:00.000
02551;Neuville-sur-Margival;3,3984091;49,4549311;02;1;2018/01/01 00:00:00.000
54523;Thuilley-aux-Groseilles;5,9722752;48,5759034;54;1;2018/01/01 00:00:00.000
62837;Vaudringhem;2,024549;50,65395;62;1;2018/01/01 00:00:00.000
89040;Bessy-sur-Cure;3,7268118;47,6197728;89;1;2018/01/01 00:00:00.000
50452;Saint-Brice-de-Landelles;-1,1328198;48,5407734;50;1;2018/01/01 00:00:00.000
80807;Ville-sur-Ancre;2,6141451;49,9549216;80;1;2018/01/01 00:00:00.000
80811;Voyennes;2,9840805;49,7687555;80;1;2018/01/01 00:00:00.000
80808;Vironchaux;1,8260302;50,2981961;80;1;2018/01/01 00:00:00.000
57498;Neufchef;6,0137395;49,3175235;57;1;2018/01/01 00:00:00.000
51003;Aigny;4,2209725;49,0432661;51;1;2018/01/01 00:00:00.000
59451;Orsinval;3,6325171;50,2723026;59;1;2018/01/01 00:00:00.000
83127;Signes;5,8571439;43,2776063;83;1;2018/01/01 00:00:00.000
80809;Vismes;1,6710517;50,0025036;80;1;2018/01/01 00:00:00.000
51227;Écury-sur-Coole;4,3444986;48,8955626;51;1;2018/01/01 00:00:00.000
89237;Mailly-la-Ville;3,6944133;47,5880126;89;1;2018/01/01 00:00:00.000
51617;La Veuve;4,3343438;49,037329;51;1;2018/01/01 00:00:00.000
80810;Vitz-sur-Authie;2,0557632;50,2471339;80;1;2018/01/01 00:00:00.000
07132;Largentière;4,3011737;44,5334352;07;1;2018/01/01 00:00:00.000
62490;Lattre-Saint-Quentin;2,5720995;50,297677;62;1;2018/01/01 00:00:00.000
80812;Vraignes-en-Vermandois;3,0670171;49,8868381;80;1;2018/01/01 00:00:00.000
51603;Vélye;4,1370771;48,8912349;51;1;2018/01/01 00:00:00.000
51655;Vouzy;4,1082112;48,9169732;51;1;2018/01/01 00:00:00.000
90047;Fontaine;6,998526;47,6593507;90;1;2018/01/01 00:00:00.000
72198;La Milesse;0,1360836;48,0667314;72;1;2018/01/01 00:00:00.000
80815;Vron;1,7642354;50,3161561;80;1;2018/01/01 00:00:00.000
80819;Wargnies;2,2508271;50,0368593;80;1;2018/01/01 00:00:00.000
80820;Warloy-Baillon;2,5308544;50,0174236;80;1;2018/01/01 00:00:00.000
25346;Longeville;6,2292201;47,0284276;25;1;2018/01/01 00:00:00.000
51117;Champigneul-Champagne;4,1803055;48,9651405;51;1;2018/01/01 00:00:00.000
51031;Baconnes;4,3383021;49,1646443;51;1;2018/01/01 00:00:00.000
80824;Wiencourt-l'Équipée;2,6048562;49,8407138;80;1;2018/01/01 00:00:00.000
89265;Montigny-la-Resle;3,6817724;47,862556;89;1;2018/01/01 00:00:00.000
38395;Plateau-des-Petites-Roches;5,8857329;45,3340957;38;1;2020/05/01 00:00:00.000
62161;Bouquehault;1,8999126;50,816122;62;1;2018/01/01 00:00:00.000
27422;Muids;1,2850114;49,2259926;27;1;2018/01/01 00:00:00.000
51078;Bouy;4,3646605;49,0880554;51;1;2018/01/01 00:00:00.000
45022;Batilly-en-Gâtinais;2,3693098;48,0834103;45;1;2018/01/01 00:00:00.000
80821;Warlus;1,9564733;49,9172999;80;1;2018/01/01 00:00:00.000
78297;Guyancourt;2,0757957;48,7730582;78;1;2018/01/01 00:00:00.000
89167;Fleury-la-Vallée;3,4445883;47,8652805;89;1;2018/01/01 00:00:00.000
62789;Senlecques;1,9365969;50,6499167;62;1;2018/01/01 00:00:00.000
62293;Embry;1,9573958;50,4963663;62;1;2018/01/01 00:00:00.000
76488;Ouainville;0,5878385;49,7854;76;1;2018/01/01 00:00:00.000
51079;Bouzy;4,1383765;49,0858335;51;1;2018/01/01 00:00:00.000
95447;Neuilly-en-Vexin;1,9793513;49,1740329;95;1;2018/01/01 00:00:00.000
29228;Primelin;-4,60524;48,0289817;29;1;2018/01/01 00:00:00.000
58079;Clamecy;3,5108199;47,4611662;58;1;2018/01/01 00:00:00.000
51488;Saint-Imoges;3,9857483;49,1067911;51;1;2018/01/01 00:00:00.000
38479;Porte-des-Bonnevaux;5,2169734;45,4345109;38;1;2020/05/01 00:00:00.000
13041;Gardanne;5,4801106;43,4528939;13;1;2018/01/01 00:00:00.000
44139;Quilly;-1,9401225;47,4617134;44;1;2018/01/01 00:00:00.000
58200;Ouagne;3,4982677;47,4022082;58;1;2018/01/01 00:00:00.000
02764;Vassogne;3,7302137;49,4208125;02;1;2018/01/01 00:00:00.000
62618;Nordausques;2,0849923;50,8138358;62;1;2018/01/01 00:00:00.000
51303;Jâlons;4,175726;49,0065369;51;1;2018/01/01 00:00:00.000
58154;La Maison-Dieu;3,6674198;47,4216217;58;1;2018/01/01 00:00:00.000
25614;Vieux-Charmont;6,8435168;47,5234159;25;1;2018/01/01 00:00:00.000
33295;Mouillac;-0,3490142;45,0064113;33;1;2018/01/01 00:00:00.000
78455;Noisy-le-Roi;2,0548833;48,8462285;78;1;2018/01/01 00:00:00.000
59220;Faches-Thumesnil;3,0723346;50,5941072;59;1;2018/01/01 00:00:00.000
01035;Belleydoux;5,7850671;46,2533341;01;1;2018/01/01 00:00:00.000
80826;Woignarue;1,4867673;50,1198296;80;1;2018/01/01 00:00:00.000
80834;Yzengremer;1,5183317;50,0605415;80;1;2018/01/01 00:00:00.000
62897;Wismes;2,0796037;50,6609822;62;1;2018/01/01 00:00:00.000
89446;Vézelay;3,7110002;47,4519795;89;1;2018/01/01 00:00:00.000
83071;La Londe-les-Maures;6,2425596;43,1689307;83;1;2018/01/01 00:00:00.000
92026;Courbevoie;2,2556955;48,8984146;92;1;2018/01/01 00:00:00.000
32169;Labarthe;0,5774146;43,4714897;32;1;2018/01/01 00:00:00.000
25307;Les Hôpitaux-Neufs;6,3910038;46,785874;25;1;2018/01/01 00:00:00.000
89007;Andryes;3,4655514;47,5298372;89;1;2018/01/01 00:00:00.000
07012;Arcens;4,3176055;44,9002853;07;1;2018/01/01 00:00:00.000
58312;Villiers-sur-Yonne;3,5489143;47,4133601;58;1;2018/01/01 00:00:00.000
52301;Maisoncelles;5,5335107;48,132351;52;1;2018/01/01 00:00:00.000
57592;Romelfing;7,0069103;48,8338646;57;1;2018/01/01 00:00:00.000
30284;Saint-Martin-de-Valgalgues;4,0753263;44,1656111;30;1;2018/01/01 00:00:00.000
83059;Forcalqueiret;6,091095;43,3365479;83;1;2018/01/01 00:00:00.000
83126;La Seyne-sur-Mer;5,8708685;43,0892514;83;1;2018/01/01 00:00:00.000
92076;Vaucresson;2,1606342;48,8420893;92;1;2018/01/01 00:00:00.000
70109;Buthiers;6,0317406;47,3569706;70;1;2018/01/01 00:00:00.000
48085;Laval-du-Tarn;3,345183;44,3738448;48;1;2018/01/01 00:00:00.000
86254;Saulgé;0,86554;46,3667337;86;1;2018/01/01 00:00:00.000
62820;Tincques;2,4935745;50,3598067;62;1;2018/01/01 00:00:00.000
51153;Chouilly;4,0043047;49,017367;51;1;2018/01/01 00:00:00.000
13105;Sénas;5,0873921;43,744641;13;1;2018/01/01 00:00:00.000
51431;Pierry;3,9491866;49,0191794;51;1;2018/01/01 00:00:00.000
12231;Saint-Jean-du-Bruel;3,3820566;44,0263078;12;1;2018/01/01 00:00:00.000
51378;Monthelon;3,936933;48,9968491;51;1;2018/01/01 00:00:00.000
35143;Landujan;-2,0084315;48,2476694;35;1;2018/01/01 00:00:00.000
89129;Crain;3,5679119;47,5378808;89;1;2018/01/01 00:00:00.000
51453;Recy;4,3231896;48,9990129;51;1;2018/01/01 00:00:00.000
38104;Chimilin;5,5899947;45,573649;38;1;2018/01/01 00:00:00.000
67093;Dieffenbach-lès-Wœrth;7,7941345;48,9306216;67;1;2018/01/01 00:00:00.000
51004;Allemanche-Launay-et-Soyer;3,7912421;48,6064903;51;1;2018/01/01 00:00:00.000
51049;Bergères-lès-Vertus;4,0084141;48,8735452;51;1;2018/01/01 00:00:00.000
17163;Fontaines-d'Ozillac;-0,3832541;45,3783627;17;1;2018/01/01 00:00:00.000
62441;Hermin;2,5527769;50,414066;62;1;2018/01/01 00:00:00.000
70579;Vyans-le-Val;6,7615247;47,5501838;70;1;2018/01/01 00:00:00.000
62405;Hamblain-les-Prés;2,9582639;50,291619;62;1;2018/01/01 00:00:00.000
34047;Campagnan;3,4931382;43,5404254;34;1;2018/01/01 00:00:00.000
33047;Berson;-0,5744277;45,1170338;33;1;2018/01/01 00:00:00.000
88265;Lemmecourt;5,7329505;48,2635126;88;1;2018/01/01 00:00:00.000
46083;Cressensac-Sarrazac;1,5473863;45,018508;46;1;2020/05/01 00:00:00.000
91106;Breux-Jouy;2,1607247;48,5546617;91;1;2018/01/01 00:00:00.000
51056;Bethon;3,6127358;48,6137394;51;1;2018/01/01 00:00:00.000
62612;Neuvireuil;2,9145125;50,3530543;62;1;2018/01/01 00:00:00.000
86231;Saint-Macoux;0,2263862;46,1185783;86;1;2018/01/01 00:00:00.000
46263;Barguelonne-en-Quercy;1,2507047;44,3721273;46;1;2020/05/01 00:00:00.000
01155;Évosges;5,5029788;45,96506;01;1;2018/01/01 00:00:00.000
70456;Ruhans;6,135553;47,4590341;70;1;2018/01/01 00:00:00.000
70341;Menoux;6,1013528;47,8103139;70;1;2018/01/01 00:00:00.000
58103;Dornecy;3,5897155;47,4424476;58;1;2018/01/01 00:00:00.000
10268;Nogent-sur-Seine;3,499683;48,4964869;10;1;2018/01/01 00:00:00.000
25278;Gonsans;6,2974174;47,2264038;25;1;2018/01/01 00:00:00.000
25417;Naisey-les-Granges;6,2343171;47,208567;25;1;2018/01/01 00:00:00.000
13110;Trets;5,7001815;43,4378157;13;1;2018/01/01 00:00:00.000
51565;Thaas;3,870441;48,6393763;51;1;2018/01/01 00:00:00.000
51137;Châtillon-sur-Morin;3,5886582;48,6978067;51;1;2018/01/01 00:00:00.000
10220;Maizières-la-Grande-Paroisse;3,7890417;48,5043875;10;1;2018/01/01 00:00:00.000
52101;Champigneulles-en-Bassigny;5,6296991;48,1289583;52;1;2018/01/01 00:00:00.000
91112;Brouy;2,2893614;48,3266005;91;1;2018/01/01 00:00:00.000
90057;Lachapelle-sous-Chaux;6,7986495;47,7048169;90;1;2018/01/01 00:00:00.000
07175;Le Plagnal;3,9508804;44,6938903;07;1;2018/01/01 00:00:00.000
51233;Escardes;3,5269295;48,6903252;51;1;2018/01/01 00:00:00.000
91067;Blandy;2,2584555;48,3241051;91;1;2018/01/01 00:00:00.000
51265;Gaye;3,8066988;48,6800289;51;1;2018/01/01 00:00:00.000
58270;Saint-Vérain;3,0339206;47,4871137;58;1;2018/01/01 00:00:00.000
95023;Arronville;2,1134618;49,1745938;95;1;2018/01/01 00:00:00.000
51652;Vouarces;3,8909333;48,5928013;51;1;2018/01/01 00:00:00.000
32242;Masseube;0,5857744;43,4320489;32;1;2018/01/01 00:00:00.000
51254;Fontaine-Denis-Nuisy;3,6771173;48,6313084;51;1;2018/01/01 00:00:00.000
95058;Bernes-sur-Oise;2,3018607;49,1655328;95;1;2018/01/01 00:00:00.000
51041;Baudement;3,7679804;48,5788531;51;1;2018/01/01 00:00:00.000
62590;Monts-en-Ternois;2,3872066;50,3209277;62;1;2018/01/01 00:00:00.000
51526;Saudoy;3,6986629;48,6820175;51;1;2018/01/01 00:00:00.000
51524;Saron-sur-Aube;3,7294837;48,5823148;51;1;2018/01/01 00:00:00.000
95059;Berville;2,0701347;49,1923045;95;1;2018/01/01 00:00:00.000
62624;Noyelles-Godault;2,9935512;50,4177769;62;1;2018/01/01 00:00:00.000
95134;Champagne-sur-Oise;2,2283454;49,1425096;95;1;2018/01/01 00:00:00.000
95142;Chars;1,930801;49,1578147;95;1;2018/01/01 00:00:00.000
07065;Chirols;4,2944802;44,6886321;07;1;2018/01/01 00:00:00.000
95304;Hédouville;2,1771089;49,1580032;95;1;2018/01/01 00:00:00.000
07290;Saint-Prix;4,5008829;44,9471831;07;1;2018/01/01 00:00:00.000
84041;Crillon-le-Brave;5,1512544;44,1181831;84;1;2018/01/01 00:00:00.000
76551;Sainneville;0,2929154;49,5527363;76;1;2018/01/01 00:00:00.000
51402;Neuvy;3,5103323;48,7430639;51;1;2018/01/01 00:00:00.000
53181;Pontmain;-1,0652505;48,4342226;53;1;2018/01/01 00:00:00.000
62007;Acq;2,6550128;50,3490726;62;1;2018/01/01 00:00:00.000
27462;Le Planquay;0,4255266;49,0936904;27;1;2018/01/01 00:00:00.000
95580;Saint-Witz;2,5525088;49,0855693;95;1;2018/01/01 00:00:00.000
10420;Villenauxe-la-Grande;3,5475731;48,5942513;10;1;2018/01/01 00:00:00.000
95529;Ronquerolles;2,2128329;49,1675785;95;1;2018/01/01 00:00:00.000
62270;Divion;2,5044915;50,46981;62;1;2018/01/01 00:00:00.000
30088;Combas;4,1206302;43,8586586;30;1;2018/01/01 00:00:00.000
62584;Mont-Bernanchon;2,5976803;50,5892295;62;1;2018/01/01 00:00:00.000
95641;Vémars;2,5671731;49,0629388;95;1;2018/01/01 00:00:00.000
52505;Vaudrecourt;5,6464431;48,2083115;52;1;2018/01/01 00:00:00.000
58217;Pousseaux;3,5409042;47,4988068;58;1;2018/01/01 00:00:00.000
35061;La Chapelle-Erbrée;-1,0896589;48,1403581;35;1;2018/01/01 00:00:00.000
89456;Villemanoche;3,1690678;48,2957891;89;1;2018/01/01 00:00:00.000
89253;Merry-sur-Yonne;3,6362351;47,5613622;89;1;2018/01/01 00:00:00.000
32300;Orbessan;0,6156378;43,5464675;32;1;2018/01/01 00:00:00.000
51370;Moiremont;4,8981623;49,139821;51;1;2018/01/01 00:00:00.000
10233;Méry-sur-Seine;3,898838;48,5089086;10;1;2018/01/01 00:00:00.000
62356;Fresnicourt-le-Dolmen;2,6038752;50,4247508;62;1;2018/01/01 00:00:00.000
58222;Rix;3,4978102;47,4285127;58;1;2018/01/01 00:00:00.000
89234;Lucy-sur-Yonne;3,5674672;47,5150003;89;1;2018/01/01 00:00:00.000
03297;Vallon-en-Sully;2,6165784;46,5401477;03;1;2018/01/01 00:00:00.000
90049;Foussemagne;6,9973969;47,6380273;90;1;2018/01/01 00:00:00.000
47226;Roumagne;0,3428723;44,6250009;47;1;2018/01/01 00:00:00.000
51445;Pourcy;3,9071358;49,1494607;51;1;2018/01/01 00:00:00.000
95144;Châtenay-en-France;2,4627937;49,0648974;95;1;2018/01/01 00:00:00.000
10031;Barbuise;3,5618345;48,5509692;10;1;2018/01/01 00:00:00.000
53229;Saint-Jean-sur-Mayenne;-0,7530731;48,1413622;53;1;2018/01/01 00:00:00.000
95509;Puiseux-en-France;2,4885088;49,0668683;95;1;2018/01/01 00:00:00.000
58073;Chevroches;3,5441396;47,4447144;58;1;2018/01/01 00:00:00.000
89164;Festigny;3,5342059;47,5593299;89;1;2018/01/01 00:00:00.000
22163;Paule;-3,4609309;48,2276358;22;1;2018/01/01 00:00:00.000
51036;Barbonne-Fayel;3,6877638;48,6540343;51;1;2018/01/01 00:00:00.000
51279;Granges-sur-Aube;3,8584235;48,5888519;51;1;2018/01/01 00:00:00.000
80464;Lanchères;1,5532251;50,1631325;80;1;2018/01/01 00:00:00.000
58198;Oisy;3,451824;47,4716011;58;1;2018/01/01 00:00:00.000
53140;Louverné;-0,7119454;48,1258893;53;1;2018/01/01 00:00:00.000
60562;Sacy-le-Grand;2,5548874;49,356833;60;1;2018/01/01 00:00:00.000
89119;Coulanges-sur-Yonne;3,5242023;47,5414716;89;1;2018/01/01 00:00:00.000
83150;Vinon-sur-Verdon;5,8073835;43,7222712;83;1;2018/01/01 00:00:00.000
25348;Longevilles-Mont-d'Or;6,3303786;46,7451529;25;1;2018/01/01 00:00:00.000
80110;Boismont;1,6739781;50,1576448;80;1;2018/01/01 00:00:00.000
10089;Châtres;3,8363123;48,4928538;10;1;2018/01/01 00:00:00.000
30323;Soustelle;4,0000623;44,1723502;30;1;2018/01/01 00:00:00.000
51407;La Noue;3,6214345;48,7385918;51;1;2018/01/01 00:00:00.000
80182;Cayeux-sur-Mer;1,5158354;50,1767727;80;1;2018/01/01 00:00:00.000
06050;Coursegoules;7,0357023;43,7912749;06;1;2018/01/01 00:00:00.000
51124;Chantemerle;3,6440367;48,6188105;51;1;2018/01/01 00:00:00.000
52328;Montcharvot;5,7283677;47,9001991;52;1;2018/01/01 00:00:00.000
89225;Lichères-sur-Yonne;3,5941523;47,491581;89;1;2018/01/01 00:00:00.000
58038;Breugnon;3,4575965;47,4272581;58;1;2018/01/01 00:00:00.000
51127;La Chapelle-Lasson;3,8175732;48,6336143;51;1;2018/01/01 00:00:00.000
89057;Brosses;3,6897466;47,5304487;89;1;2018/01/01 00:00:00.000
10254;Montpothier;3,5158497;48,5760105;10;1;2018/01/01 00:00:00.000
10421;La Villeneuve-au-Châtelot;3,6074132;48,5498151;10;1;2018/01/01 00:00:00.000
51628;Villeneuve-Saint-Vistre-et-Villevotte;3,7619075;48,637671;51;1;2018/01/01 00:00:00.000
52103;Champigny-sous-Varennes;5,628593;47,8717754;52;1;2018/01/01 00:00:00.000
80303;Favières;1,6694491;50,2349764;80;1;2018/01/01 00:00:00.000
59516;Rubrouck;2,3621968;50,8333643;59;1;2018/01/01 00:00:00.000
10144;Étrelles-sur-Aube;3,876801;48,5591111;10;1;2018/01/01 00:00:00.000
42092;L'Étrat;4,3718854;45,494852;42;1;2018/01/01 00:00:00.000
62056;Audresselles;1,6110721;50,8292769;62;1;2018/01/01 00:00:00.000
74091;La Côte-d'Arbroz;6,6317194;46,181227;74;1;2018/01/01 00:00:00.000
80633;Ponthoile;1,7070653;50,2190827;80;1;2018/01/01 00:00:00.000
45212;Montcresson;2,8050146;47,9110786;45;1;2018/01/01 00:00:00.000
10191;Lavau;4,0930879;48,3340969;10;1;2018/01/01 00:00:00.000
64118;Bétracq;-0,0547174;43,5185951;64;1;2018/01/01 00:00:00.000
51258;La Forestière;3,6044521;48,6602065;51;1;2018/01/01 00:00:00.000
51222;Éclaires;5,0037972;48,9976769;51;1;2018/01/01 00:00:00.000
80721;Saint-Valery-sur-Somme;1,6226289;50,1761036;80;1;2018/01/01 00:00:00.000
51009;Anglure;3,8174153;48,5878302;51;1;2018/01/01 00:00:00.000
80796;Villeroy;1,7270007;49,9394093;80;1;2018/01/01 00:00:00.000
77305;Montereau-Fault-Yonne;2,9617746;48,3899141;77;1;2018/01/01 00:00:00.000
51535;Sézanne;3,7246999;48,7240435;51;1;2018/01/01 00:00:00.000
57653;Silly-en-Saulnois;6,2796716;48,9915815;57;1;2018/01/01 00:00:00.000
02751;Trucy;3,6110286;49,47159;02;1;2018/01/01 00:00:00.000
77243;Lagny-sur-Marne;2,708647;48,8737652;77;1;2018/01/01 00:00:00.000
51360;Le Meix-Saint-Epoing;3,6544339;48,6948539;51;1;2018/01/01 00:00:00.000
62438;Hermaville;2,5839804;50,3249302;62;1;2018/01/01 00:00:00.000
07279;Saint-Montan;4,6323619;44,4341197;07;1;2018/01/01 00:00:00.000
80322;Fonches-Fonchette;2,8202471;49,7759613;80;1;2018/01/01 00:00:00.000
77061;Cannes-Écluse;2,9905457;48,3647678;77;1;2018/01/01 00:00:00.000
02539;Nauroy;3,2591273;49,9510923;02;1;2018/01/01 00:00:00.000
77372;Pomponne;2,6747505;48,886881;77;1;2018/01/01 00:00:00.000
45230;Noyers;2,5358388;47,9094143;45;1;2018/01/01 00:00:00.000
53249;Saint-Pierre-sur-Orthe;-0,1929309;48,2284055;53;1;2018/01/01 00:00:00.000
25208;Durnes;6,2227434;47,1064346;25;1;2018/01/01 00:00:00.000
60253;Francastel;2,1478429;49,5900751;60;1;2018/01/01 00:00:00.000
27571;Saint-Martin-Saint-Firmin;0,5601474;49,2937012;27;1;2018/01/01 00:00:00.000
51032;Bagneux;3,831257;48,5614192;51;1;2018/01/01 00:00:00.000
86158;Migné-Auxances;0,305025;46,632055;86;1;2018/01/01 00:00:00.000
90005;Auxelles-Bas;6,7838631;47,7289713;90;1;2018/01/01 00:00:00.000
33351;Reignac;-0,5163721;45,2293905;33;1;2018/01/01 00:00:00.000
59278;Hallennes-lez-Haubourdin;2,9546922;50,6119182;59;1;2018/01/01 00:00:00.000
30291;Saint-Paul-la-Coste;3,9699502;44,1539402;30;1;2018/01/01 00:00:00.000
51432;Pleurs;3,8706325;48,6971263;51;1;2018/01/01 00:00:00.000
65386;Saint-Créac;-0,0220986;43,0604789;65;1;2018/01/01 00:00:00.000
25402;Montjoie-le-Château;6,8972849;47,3460587;25;1;2018/01/01 00:00:00.000
65411;Sassis;-0,0167884;42,8764592;65;1;2018/01/01 00:00:00.000
08464;Vaux-lès-Mouron;4,7851135;49,2978877;08;1;2018/01/01 00:00:00.000
62495;Ledinghem;1,9735512;50,6450412;62;1;2018/01/01 00:00:00.000
52428;Rochefort-sur-la-Côte;5,2109776;48,2257822;52;1;2018/01/01 00:00:00.000
80115;Bouchavesnes-Bergen;2,9223853;49,9925315;80;1;2018/01/01 00:00:00.000
34042;Brissac;3,7054639;43,867649;34;1;2018/01/01 00:00:00.000
14274;Fontaine-Étoupefour;-0,4538532;49,1380245;14;1;2018/01/01 00:00:00.000
58032;Billy-sur-Oisy;3,4017757;47,4842291;58;1;2018/01/01 00:00:00.000
60178;Crèvecœur-le-Grand;2,0851035;49,6129015;60;1;2018/01/01 00:00:00.000
19007;Altillac;1,8688221;44,9808077;19;1;2018/01/01 00:00:00.000
14066;Bernières-sur-Mer;-0,4182029;49,3200424;14;1;2018/01/01 00:00:00.000
21454;Nicey;4,2938764;47,8656182;21;1;2018/01/01 00:00:00.000
72374;Villaines-la-Carelle;0,2955277;48,3872513;72;1;2018/01/01 00:00:00.000
62126;Beuvry;2,6911844;50,5327804;62;1;2018/01/01 00:00:00.000
25322;Laire;6,7342401;47,5505998;25;1;2018/01/01 00:00:00.000
70090;Boursières;6,0376358;47,6148532;70;1;2018/01/01 00:00:00.000
62035;Annezin;2,6198387;50,5402002;62;1;2018/01/01 00:00:00.000
60264;Frocourt;2,0831562;49,3813099;60;1;2018/01/01 00:00:00.000
37214;Saint-Cyr-sur-Loire;0,6578539;47,4182404;37;1;2018/01/01 00:00:00.000
60598;Saint-Sulpice;2,1224186;49,348686;60;1;2018/01/01 00:00:00.000
70184;Couthenans;6,7253712;47,5903105;70;1;2018/01/01 00:00:00.000
62603;Nesles;1,6598552;50,6224447;62;1;2018/01/01 00:00:00.000
88063;Bocquegney;6,3094454;48,2193753;88;1;2018/01/01 00:00:00.000
58011;Armes;3,5621023;47,4631688;58;1;2018/01/01 00:00:00.000
58039;Brèves;3,6242679;47,4297378;58;1;2018/01/01 00:00:00.000
76611;Saint-Martin-aux-Arbres;0,8904671;49,6502915;76;1;2018/01/01 00:00:00.000
51353;Marsangis;3,8519465;48,6113956;51;1;2018/01/01 00:00:00.000
10284;Périgny-la-Rose;3,6246389;48,554223;10;1;2018/01/01 00:00:00.000
14126;Cambremer;0,0509623;49,1456588;14;1;2018/01/01 00:00:00.000
39266;Les Hays;5,3912677;46,9086357;39;1;2018/01/01 00:00:00.000
73230;Saint-Colomban-des-Villards;6,1830128;45,2670978;73;1;2018/01/01 00:00:00.000
53026;Beaulieu-sur-Oudon;-0,9881898;47,9921808;53;1;2018/01/01 00:00:00.000
10225;Marnay-sur-Seine;3,5535408;48,5152796;10;1;2018/01/01 00:00:00.000
73122;Gerbaix;5,7379318;45,6074341;73;1;2018/01/01 00:00:00.000
51443;Potangis;3,6463796;48,5851114;51;1;2018/01/01 00:00:00.000
26207;Montmiral;5,1600407;45,1538636;26;1;2018/01/01 00:00:00.000
54542;Valleroy;5,9187837;49,2141234;54;1;2018/01/01 00:00:00.000
14320;Grimbosq;-0,4441809;49,0448843;14;1;2018/01/01 00:00:00.000
39262;Gredisans;5,5169412;47,1621285;39;1;2018/01/01 00:00:00.000
10356;Saint-Oulph;3,87401;48,525727;10;1;2018/01/01 00:00:00.000
14639;Saint-Ouen-le-Pin;0,1036589;49,1506711;14;1;2018/01/01 00:00:00.000
25055;Berthelange;5,7804266;47,201215;25;1;2018/01/01 00:00:00.000
18054;Charly;2,76293;46,9024486;18;1;2018/01/01 00:00:00.000
14713;Montillières-sur-Orne;-0,4795728;49,0451116;14;1;2020/05/01 00:00:00.000
52287;Levécourt;5,5608428;48,135787;52;1;2018/01/01 00:00:00.000
62113;Berles-Monchel;2,5258068;50,344674;62;1;2018/01/01 00:00:00.000
58251;Saint-Loup;3,0066455;47,453143;58;1;2018/01/01 00:00:00.000
38417;Sainte-Marie-d'Alloix;5,9755148;45,3839549;38;1;2018/01/01 00:00:00.000
74071;Chessenaz;5,90636;46,04079;74;1;2018/01/01 00:00:00.000
17107;Ciré-d'Aunis;-0,9309817;46,0379954;17;1;2018/01/01 00:00:00.000
62756;Sainte-Marie-Kerque;2,1516221;50,8924214;62;1;2018/01/01 00:00:00.000
38418;Sainte-Marie-du-Mont;5,9299939;45,4066434;38;1;2018/01/01 00:00:00.000
89158;Étais-la-Sauvin;3,3501673;47,5112469;89;1;2018/01/01 00:00:00.000
58090;Courcelles;3,3945585;47,4026088;58;1;2018/01/01 00:00:00.000
02829;Vuillery;3,3875787;49,4308126;02;1;2018/01/01 00:00:00.000
88360;Provenchères-lès-Darney;5,9624292;48,1238294;88;1;2018/01/01 00:00:00.000
52097;Chambroncourt;5,3991835;48,352145;52;1;2018/01/01 00:00:00.000
